incident_id,incident_category,severity,incident_description,resolution_status,location
2650,Transportation Failure,Low,Logistics partner experienced operational failure. Reported at Delhi facility during shift 1.,In Progress,Hyderabad
2651,Customs Issue,Medium,Customs clearance process delayed. Reported at Hyderabad facility during shift 3.,In Progress,Kolkata
2652,Shipment Delay,High,Truck breakdown caused delivery delay. Reported at Mumbai facility during shift 1.,In Progress,Bengaluru
2653,Warehouse Issue,Medium,Dock congestion slowed warehouse throughput. Reported at Delhi facility during shift 3.,Resolved,Chennai
2654,Inventory Shortage,High,Warehouse stock shortage detected. Reported at Pune facility during shift 3.,In Progress,Pune
2655,Shipment Delay,Low,Last-mile delivery partner unavailable. Reported at Bengaluru facility during shift 1.,In Progress,Kolkata
2656,Damaged Goods,Low,Packaging failure led to damaged products. Reported at Hyderabad facility during shift 3.,In Progress,Pune
2657,Shipment Delay,Low,Delivery delayed due to traffic disruption. Reported at Ahmedabad facility during shift 3.,Open,Pune
2658,Shipment Delay,Medium,Holiday demand surge caused shipping delays. Reported at Pune facility during shift 2.,Open,Pune
2659,Transportation Failure,Low,Logistics partner experienced operational failure. Reported at Kolkata facility during shift 3.,Open,Mumbai
2660,Documentation Error,Medium,Shipping label generated with incorrect address. Reported at Delhi facility during shift 1.,Open,Bengaluru
2661,Transportation Failure,Medium,Fuel supply issue interrupted transportation. Reported at Mumbai facility during shift 1.,Resolved,Ahmedabad
2662,Customs Issue,Low,Import documentation under review. Reported at Bengaluru facility during shift 3.,In Progress,Mumbai
2663,Shipment Delay,Medium,Carrier scheduling issue caused shipment delay. Reported at Chennai facility during shift 3.,In Progress,Ahmedabad
2664,Inventory Shortage,Medium,Product unavailable due to inventory mismatch. Reported at Pune facility during shift 1.,Open,Hyderabad
2665,Warehouse Issue,Medium,Cycle count discrepancy identified. Reported at Bengaluru facility during shift 1.,In Progress,Delhi
2666,Customs Issue,High,Shipment selected for random inspection. Reported at Chennai facility during shift 2.,Open,Kolkata
2667,Damaged Goods,Medium,Product packaging torn during loading. Reported at Mumbai facility during shift 3.,Resolved,Hyderabad
2668,Shipment Delay,High,Delivery delayed due to traffic disruption. Reported at Pune facility during shift 2.,Resolved,Delhi
2669,Shipment Delay,Medium,Dispatch process delayed at origin facility. Reported at Mumbai facility during shift 3.,Resolved,Hyderabad
2670,Inventory Shortage,High,Inventory replenishment delayed. Reported at Delhi facility during shift 1.,Resolved,Delhi
2671,Inventory Shortage,Low,Inventory reservation conflict identified. Reported at Bengaluru facility during shift 1.,In Progress,Chennai
2672,Customs Issue,Low,Import permit approval pending. Reported at Bengaluru facility during shift 3.,Open,Bengaluru
2673,Damaged Goods,Medium,Fragile goods mishandled during unloading. Reported at Hyderabad facility during shift 3.,Resolved,Mumbai
2674,Warehouse Issue,Medium,Order consolidation process delayed shipment. Reported at Delhi facility during shift 2.,Open,Pune
2675,Shipment Delay,High,Cargo loading completed behind schedule. Reported at Delhi facility during shift 3.,In Progress,Mumbai
2676,Shipment Delay,Low,Driver shortage affected transportation schedule. Reported at Delhi facility during shift 1.,In Progress,Mumbai
2677,Transportation Failure,High,Logistics partner experienced operational failure. Reported at Delhi facility during shift 2.,Resolved,Pune
2678,Transportation Failure,Medium,Carrier failed to pick up shipment. Reported at Bengaluru facility during shift 2.,Resolved,Ahmedabad
2679,Damaged Goods,Low,Water exposure damaged packaged goods. Reported at Hyderabad facility during shift 3.,Resolved,Chennai
2680,Inventory Shortage,High,Supplier delay created inventory gap. Reported at Hyderabad facility during shift 2.,In Progress,Mumbai
2681,Warehouse Issue,Low,Cycle count discrepancy identified. Reported at Mumbai facility during shift 3.,Open,Bengaluru
2682,Customs Issue,Medium,Regulatory approval pending clearance. Reported at Mumbai facility during shift 3.,Resolved,Delhi
2683,Shipment Delay,High,Cargo loading completed behind schedule. Reported at Delhi facility during shift 3.,Open,Bengaluru
2684,Shipment Delay,Medium,Cargo loading completed behind schedule. Reported at Mumbai facility during shift 1.,Open,Pune
2685,Documentation Error,Low,Labeling information did not match shipment. Reported at Mumbai facility during shift 2.,Resolved,Delhi
2686,Warehouse Issue,Medium,Storage location information incorrect. Reported at Chennai facility during shift 2.,Open,Delhi
2687,Warehouse Issue,Medium,Space constraint affected storage operations. Reported at Bengaluru facility during shift 3.,Resolved,Delhi
2688,Documentation Error,High,Export declaration contained errors. Reported at Mumbai facility during shift 2.,Resolved,Mumbai
2689,Customs Issue,Low,Shipment selected for random inspection. Reported at Pune facility during shift 2.,In Progress,Pune
2690,Shipment Delay,High,Shipment delayed due to customs inspection. Reported at Chennai facility during shift 1.,Resolved,Chennai
2691,Warehouse Issue,Medium,Space constraint affected storage operations. Reported at Chennai facility during shift 1.,Resolved,Mumbai
2692,Shipment Delay,Critical,Dispatch process delayed at origin facility. Reported at Bengaluru facility during shift 2.,Open,Ahmedabad
2693,Warehouse Issue,High,Order consolidation process delayed shipment. Reported at Pune facility during shift 1.,Resolved,Chennai
2694,Customs Issue,Medium,Import documentation under review. Reported at Pune facility during shift 2.,Open,Hyderabad
2695,Warehouse Issue,Low,Inventory allocation issue detected. Reported at Hyderabad facility during shift 1.,Open,Ahmedabad
2696,Damaged Goods,Low,Improper handling caused item breakage. Reported at Mumbai facility during shift 1.,In Progress,Chennai
2697,Damaged Goods,Medium,Pallet collapse resulted in product damage. Reported at Ahmedabad facility during shift 1.,In Progress,Chennai
2698,Shipment Delay,Medium,Rail transport delay impacted delivery timeline. Reported at Chennai facility during shift 1.,Open,Kolkata
2699,Damaged Goods,Medium,Fragile goods mishandled during unloading. Reported at Pune facility during shift 1.,Resolved,Hyderabad
2700,Documentation Error,Medium,Customs paperwork contained errors. Reported at Kolkata facility during shift 2.,Open,Kolkata
2701,Inventory Shortage,Low,Unexpected order spike exhausted stock. Reported at Hyderabad facility during shift 3.,In Progress,Pune
2702,Customs Issue,High,Shipment held by customs authorities. Reported at Pune facility during shift 2.,Resolved,Kolkata
2703,Customs Issue,Medium,Shipment held by customs authorities. Reported at Chennai facility during shift 3.,In Progress,Bengaluru
2704,Inventory Shortage,Medium,Supplier delay created inventory gap. Reported at Ahmedabad facility during shift 3.,Open,Delhi
2705,Inventory Shortage,High,Product unavailable due to inventory mismatch. Reported at Chennai facility during shift 2.,Open,Kolkata
2706,Damaged Goods,Critical,Transit vibration caused product defects. Reported at Mumbai facility during shift 3.,Resolved,Chennai
2707,Damaged Goods,Low,Fragile goods mishandled during unloading. Reported at Hyderabad facility during shift 3.,In Progress,Ahmedabad
2708,Inventory Shortage,High,Backordered items unavailable for dispatch. Reported at Bengaluru facility during shift 2.,Open,Mumbai
2709,Transportation Failure,Medium,Vehicle maintenance issue halted delivery. Reported at Bengaluru facility during shift 1.,Open,Kolkata
2710,Documentation Error,Low,Missing certificate delayed shipment release. Reported at Hyderabad facility during shift 3.,Resolved,Hyderabad
2711,Transportation Failure,Low,Vehicle maintenance issue halted delivery. Reported at Delhi facility during shift 1.,In Progress,Delhi
2712,Damaged Goods,Low,Packaging failure led to damaged products. Reported at Kolkata facility during shift 1.,In Progress,Mumbai
2713,Transportation Failure,Low,Transportation network disruption reported. Reported at Chennai facility during shift 2.,Resolved,Kolkata
2714,Inventory Shortage,High,Safety stock threshold breached. Reported at Pune facility during shift 2.,Open,Delhi
2715,Transportation Failure,Medium,Third-party carrier cancelled shipment booking. Reported at Bengaluru facility during shift 3.,In Progress,Delhi
2716,Damaged Goods,Low,Forklift accident damaged inventory. Reported at Chennai facility during shift 3.,In Progress,Hyderabad
2717,Transportation Failure,Medium,Third-party carrier cancelled shipment booking. Reported at Hyderabad facility during shift 2.,Resolved,Chennai
2718,Warehouse Issue,Low,Warehouse processing backlog reported. Reported at Mumbai facility during shift 2.,Resolved,Delhi
2719,Warehouse Issue,Critical,Inventory allocation issue detected. Reported at Pune facility during shift 3.,In Progress,Chennai
2720,Customs Issue,Low,Regulatory approval pending clearance. Reported at Pune facility during shift 1.,Resolved,Chennai
2721,Warehouse Issue,Critical,Inventory allocation issue detected. Reported at Bengaluru facility during shift 1.,Open,Pune
2722,Inventory Shortage,Medium,Inventory reservation conflict identified. Reported at Hyderabad facility during shift 3.,Resolved,Mumbai
2723,Transportation Failure,High,Equipment malfunction impacted transport operations. Reported at Bengaluru facility during shift 1.,Open,Mumbai
2724,Customs Issue,Medium,Border security inspection caused delay. Reported at Ahmedabad facility during shift 3.,Open,Chennai
2725,Documentation Error,Low,Bill of lading information mismatch detected. Reported at Bengaluru facility during shift 3.,Resolved,Bengaluru
2726,Transportation Failure,Medium,Logistics partner experienced operational failure. Reported at Delhi facility during shift 2.,Open,Chennai
2727,Transportation Failure,Low,Transportation network disruption reported. Reported at Chennai facility during shift 3.,Open,Ahmedabad
2728,Warehouse Issue,Medium,Receiving delay impacted warehouse operations. Reported at Kolkata facility during shift 1.,Resolved,Kolkata
2729,Warehouse Issue,Critical,Inventory misplaced within storage area. Reported at Chennai facility during shift 1.,Open,Chennai
2730,Warehouse Issue,High,Warehouse stock mismatch identified. Reported at Mumbai facility during shift 2.,Open,Delhi
2731,Warehouse Issue,Medium,Cycle count discrepancy identified. Reported at Chennai facility during shift 1.,In Progress,Ahmedabad
2732,Customs Issue,High,Regulatory approval pending clearance. Reported at Ahmedabad facility during shift 2.,Resolved,Mumbai
2733,Customs Issue,High,Country-specific restriction affected import. Reported at Kolkata facility during shift 1.,Resolved,Bengaluru
2734,Transportation Failure,High,Driver unavailable for scheduled route. Reported at Pune facility during shift 1.,Open,Hyderabad
2735,Documentation Error,Medium,Missing invoice delayed processing. Reported at Mumbai facility during shift 3.,Resolved,Hyderabad
2736,Shipment Delay,Low,Cargo loading completed behind schedule. Reported at Hyderabad facility during shift 1.,Resolved,Ahmedabad
2737,Damaged Goods,Low,Transit vibration caused product defects. Reported at Chennai facility during shift 3.,In Progress,Bengaluru
2738,Inventory Shortage,Medium,Inventory reservation conflict identified. Reported at Delhi facility during shift 1.,Resolved,Delhi
2739,Shipment Delay,Medium,Unexpected weather conditions slowed transportation. Reported at Ahmedabad facility during shift 2.,In Progress,Mumbai
2740,Shipment Delay,High,Carrier scheduling issue caused shipment delay. Reported at Chennai facility during shift 3.,Resolved,Hyderabad
2741,Inventory Shortage,Low,Backordered items unavailable for dispatch. Reported at Kolkata facility during shift 3.,In Progress,Chennai
2742,Warehouse Issue,Medium,Space constraint affected storage operations. Reported at Pune facility during shift 1.,In Progress,Kolkata
2743,Transportation Failure,Medium,Third-party carrier cancelled shipment booking. Reported at Chennai facility during shift 3.,Open,Delhi
2744,Transportation Failure,Critical,Third-party carrier cancelled shipment booking. Reported at Chennai facility during shift 1.,Open,Bengaluru
2745,Damaged Goods,Low,Pallet collapse resulted in product damage. Reported at Kolkata facility during shift 3.,Open,Kolkata
2746,Inventory Shortage,Medium,Raw material shortage impacted production. Reported at Ahmedabad facility during shift 1.,Resolved,Bengaluru
2747,Shipment Delay,High,Port congestion delayed shipment arrival. Reported at Bengaluru facility during shift 2.,In Progress,Chennai
2748,Warehouse Issue,Medium,Order picking queue exceeded capacity. Reported at Delhi facility during shift 2.,In Progress,Ahmedabad
2749,Transportation Failure,Low,Third-party carrier cancelled shipment booking. Reported at Delhi facility during shift 3.,Resolved,Hyderabad
2750,Damaged Goods,Low,Packaging failure led to damaged products. Reported at Chennai facility during shift 1.,Resolved,Chennai
2751,Warehouse Issue,Medium,Inventory misplaced within storage area. Reported at Ahmedabad facility during shift 1.,Open,Ahmedabad
2752,Warehouse Issue,Low,Dock congestion slowed warehouse throughput. Reported at Delhi facility during shift 2.,Open,Pune
2753,Documentation Error,Low,Data entry error impacted shipment records. Reported at Mumbai facility during shift 1.,In Progress,Ahmedabad
2754,Customs Issue,High,Regulatory approval pending clearance. Reported at Chennai facility during shift 3.,Resolved,Pune
2755,Documentation Error,Low,Documentation approval pending correction. Reported at Mumbai facility during shift 2.,Open,Chennai
2756,Customs Issue,High,Import permit approval pending. Reported at Hyderabad facility during shift 3.,In Progress,Kolkata
2757,Warehouse Issue,Low,Cycle count discrepancy identified. Reported at Kolkata facility during shift 3.,Resolved,Ahmedabad
2758,Shipment Delay,Medium,Mechanical failure delayed freight movement. Reported at Hyderabad facility during shift 1.,In Progress,Kolkata
2759,Customs Issue,Medium,Border security inspection caused delay. Reported at Bengaluru facility during shift 1.,Open,Hyderabad
2760,Shipment Delay,Medium,Driver shortage affected transportation schedule. Reported at Hyderabad facility during shift 3.,Open,Delhi
2761,Inventory Shortage,Low,Product unavailable due to inventory mismatch. Reported at Delhi facility during shift 1.,Open,Kolkata
2762,Transportation Failure,Medium,Route planning error delayed movement. Reported at Chennai facility during shift 2.,Open,Ahmedabad
2763,Inventory Shortage,High,Supplier delay created inventory gap. Reported at Mumbai facility during shift 2.,Open,Ahmedabad
2764,Inventory Shortage,Medium,Procurement delay affected inventory availability. Reported at Bengaluru facility during shift 2.,Resolved,Bengaluru
2765,Documentation Error,Medium,Documentation approval pending correction. Reported at Bengaluru facility during shift 2.,Resolved,Pune
2766,Customs Issue,High,Border inspection extended shipment hold. Reported at Delhi facility during shift 3.,Open,Hyderabad
2767,Warehouse Issue,High,Warehouse stock mismatch identified. Reported at Pune facility during shift 2.,Open,Delhi
2768,Customs Issue,Low,Border security inspection caused delay. Reported at Kolkata facility during shift 2.,Open,Kolkata
2769,Documentation Error,Medium,Invoice value discrepancy identified. Reported at Pune facility during shift 3.,In Progress,Hyderabad
2770,Shipment Delay,Medium,Driver shortage affected transportation schedule. Reported at Kolkata facility during shift 3.,In Progress,Mumbai
2771,Warehouse Issue,Medium,Warehouse processing backlog reported. Reported at Chennai facility during shift 3.,In Progress,Mumbai
2772,Customs Issue,High,Trade compliance review delayed processing. Reported at Delhi facility during shift 1.,In Progress,Pune
2773,Warehouse Issue,High,Picking error occurred in warehouse. Reported at Hyderabad facility during shift 1.,In Progress,Delhi
2774,Inventory Shortage,Low,Cycle count revealed stock deficiency. Reported at Hyderabad facility during shift 3.,Open,Chennai
2775,Warehouse Issue,Low,Storage location information incorrect. Reported at Ahmedabad facility during shift 1.,Resolved,Kolkata
2776,Documentation Error,Critical,Purchase order details inconsistent. Reported at Kolkata facility during shift 1.,Open,Kolkata
2777,Documentation Error,Medium,Bill of lading information mismatch detected. Reported at Mumbai facility during shift 1.,Resolved,Pune
2778,Warehouse Issue,Critical,Warehouse staffing shortage reported. Reported at Chennai facility during shift 1.,In Progress,Chennai
2779,Documentation Error,Low,Missing certificate delayed shipment release. Reported at Hyderabad facility during shift 1.,Resolved,Mumbai
2780,Warehouse Issue,Medium,Put-away process delayed inventory availability. Reported at Pune facility during shift 1.,Open,Bengaluru
2781,Warehouse Issue,Medium,Cycle count discrepancy identified. Reported at Ahmedabad facility during shift 3.,Open,Chennai
2782,Customs Issue,Low,Customs requested additional documentation. Reported at Bengaluru facility during shift 3.,Open,Ahmedabad
2783,Transportation Failure,Low,Fleet utilization exceeded available capacity. Reported at Hyderabad facility during shift 2.,Resolved,Ahmedabad
2784,Inventory Shortage,Medium,Procurement delay affected inventory availability. Reported at Kolkata facility during shift 2.,Resolved,Delhi
2785,Damaged Goods,High,Package damaged during transportation. Reported at Mumbai facility during shift 3.,Resolved,Ahmedabad
2786,Transportation Failure,Medium,Trailer availability issue delayed dispatch. Reported at Chennai facility during shift 1.,Resolved,Mumbai
2787,Warehouse Issue,Medium,Space constraint affected storage operations. Reported at Hyderabad facility during shift 1.,Resolved,Hyderabad
2788,Shipment Delay,Medium,Unexpected weather conditions slowed transportation. Reported at Bengaluru facility during shift 1.,Open,Delhi
2789,Damaged Goods,Medium,Water exposure damaged packaged goods. Reported at Delhi facility during shift 1.,In Progress,Mumbai
2790,Transportation Failure,Low,Transportation vendor system outage reported. Reported at Mumbai facility during shift 2.,Open,Mumbai
2791,Shipment Delay,Medium,Rail transport delay impacted delivery timeline. Reported at Delhi facility during shift 1.,Open,Kolkata
2792,Inventory Shortage,Medium,Inventory reservation conflict identified. Reported at Pune facility during shift 1.,Resolved,Pune
2793,Transportation Failure,Medium,Transport route disruption due to road closure. Reported at Bengaluru facility during shift 1.,Resolved,Hyderabad
2794,Damaged Goods,Critical,Shipment contents damaged in transit. Reported at Chennai facility during shift 3.,Resolved,Pune
2795,Shipment Delay,Medium,Port congestion delayed shipment arrival. Reported at Kolkata facility during shift 2.,Open,Kolkata
2796,Damaged Goods,Medium,Shipment contents damaged in transit. Reported at Chennai facility during shift 1.,Resolved,Hyderabad
2797,Warehouse Issue,Medium,Picking error occurred in warehouse. Reported at Kolkata facility during shift 2.,Open,Ahmedabad
2798,Customs Issue,Medium,Shipment selected for random inspection. Reported at Ahmedabad facility during shift 3.,Open,Mumbai
2799,Shipment Delay,Low,Holiday demand surge caused shipping delays. Reported at Delhi facility during shift 3.,In Progress,Delhi
2800,Shipment Delay,Medium,Shipment rerouted causing additional transit time. Reported at Bengaluru facility during shift 2.,In Progress,Delhi
2801,Documentation Error,High,Labeling information did not match shipment. Reported at Pune facility during shift 3.,Resolved,Ahmedabad
2802,Inventory Shortage,High,Unexpected order spike exhausted stock. Reported at Kolkata facility during shift 1.,Resolved,Bengaluru
2803,Shipment Delay,Medium,Holiday demand surge caused shipping delays. Reported at Delhi facility during shift 3.,In Progress,Kolkata
2804,Shipment Delay,High,Container missed connecting vessel. Reported at Bengaluru facility during shift 3.,Resolved,Chennai
2805,Transportation Failure,Medium,Third-party carrier cancelled shipment booking. Reported at Kolkata facility during shift 2.,Open,Ahmedabad
2806,Transportation Failure,High,Equipment malfunction impacted transport operations. Reported at Chennai facility during shift 2.,In Progress,Bengaluru
2807,Transportation Failure,Medium,Transportation vendor system outage reported. Reported at Delhi facility during shift 1.,Open,Kolkata
2808,Documentation Error,High,Customs paperwork contained errors. Reported at Mumbai facility during shift 3.,Open,Bengaluru
2809,Customs Issue,Low,Customs requested additional documentation. Reported at Pune facility during shift 3.,In Progress,Pune
2810,Shipment Delay,Critical,Driver shortage affected transportation schedule. Reported at Pune facility during shift 3.,Open,Hyderabad
2811,Transportation Failure,Low,Route planning error delayed movement. Reported at Delhi facility during shift 3.,Resolved,Delhi
2812,Shipment Delay,Medium,Rail transport delay impacted delivery timeline. Reported at Delhi facility during shift 2.,In Progress,Chennai
2813,Documentation Error,Medium,Documentation approval pending correction. Reported at Hyderabad facility during shift 1.,Resolved,Hyderabad
2814,Warehouse Issue,Low,Inventory misplaced within storage area. Reported at Chennai facility during shift 1.,Open,Pune
2815,Warehouse Issue,High,Warehouse stock mismatch identified. Reported at Bengaluru facility during shift 3.,In Progress,Hyderabad
2816,Documentation Error,High,Required compliance document missing. Reported at Delhi facility during shift 2.,In Progress,Mumbai
2817,Customs Issue,Medium,Customs clearance process delayed. Reported at Hyderabad facility during shift 2.,Resolved,Ahmedabad
2818,Warehouse Issue,Medium,Space constraint affected storage operations. Reported at Chennai facility during shift 3.,Open,Pune
2819,Inventory Shortage,Medium,Demand exceeded available stock levels. Reported at Kolkata facility during shift 2.,Open,Delhi
2820,Shipment Delay,Medium,Mechanical failure delayed freight movement. Reported at Ahmedabad facility during shift 2.,Open,Mumbai
2821,Customs Issue,Medium,Customs valuation dispute identified. Reported at Ahmedabad facility during shift 2.,In Progress,Kolkata
2822,Documentation Error,Medium,Customs paperwork contained errors. Reported at Kolkata facility during shift 3.,Open,Delhi
2823,Damaged Goods,Critical,Temperature excursion affected product quality. Reported at Bengaluru facility during shift 2.,Open,Pune
2824,Customs Issue,Medium,Shipment flagged for compliance audit. Reported at Chennai facility during shift 2.,Resolved,Bengaluru
2825,Damaged Goods,Medium,Package damaged during transportation. Reported at Hyderabad facility during shift 1.,In Progress,Kolkata
2826,Transportation Failure,Medium,Equipment malfunction impacted transport operations. Reported at Pune facility during shift 3.,Open,Chennai
2827,Customs Issue,High,Customs clearance process delayed. Reported at Delhi facility during shift 2.,Open,Pune
2828,Warehouse Issue,Low,Receiving delay impacted warehouse operations. Reported at Hyderabad facility during shift 2.,Resolved,Kolkata
2829,Transportation Failure,Low,Route planning error delayed movement. Reported at Kolkata facility during shift 1.,Resolved,Hyderabad
2830,Inventory Shortage,Critical,Raw material shortage impacted production. Reported at Bengaluru facility during shift 3.,Resolved,Hyderabad
2831,Warehouse Issue,Medium,Order picking queue exceeded capacity. Reported at Bengaluru facility during shift 1.,Resolved,Mumbai
2832,Damaged Goods,Low,Pallet collapse resulted in product damage. Reported at Delhi facility during shift 2.,Resolved,Pune
2833,Inventory Shortage,Critical,Backordered items unavailable for dispatch. Reported at Pune facility during shift 3.,In Progress,Delhi
2834,Damaged Goods,Low,Pallet collapse resulted in product damage. Reported at Delhi facility during shift 3.,Resolved,Bengaluru
2835,Warehouse Issue,Medium,Put-away process delayed inventory availability. Reported at Bengaluru facility during shift 2.,Resolved,Pune
2836,Shipment Delay,High,Unexpected weather conditions slowed transportation. Reported at Mumbai facility during shift 3.,In Progress,Pune
2837,Shipment Delay,Low,Shipment rerouted causing additional transit time. Reported at Ahmedabad facility during shift 3.,In Progress,Pune
2838,Shipment Delay,High,Rail transport delay impacted delivery timeline. Reported at Pune facility during shift 2.,In Progress,Hyderabad
2839,Inventory Shortage,Medium,Warehouse stock shortage detected. Reported at Bengaluru facility during shift 2.,Open,Mumbai
2840,Warehouse Issue,Medium,Picking error occurred in warehouse. Reported at Ahmedabad facility during shift 3.,Open,Bengaluru
2841,Documentation Error,Low,Manifest information incomplete. Reported at Pune facility during shift 3.,Open,Mumbai
2842,Warehouse Issue,Medium,Receiving delay impacted warehouse operations. Reported at Bengaluru facility during shift 2.,In Progress,Hyderabad
2843,Transportation Failure,Low,Transport route disruption due to road closure. Reported at Pune facility during shift 2.,Open,Delhi
2844,Damaged Goods,Medium,Container impact damaged shipment contents. Reported at Bengaluru facility during shift 2.,Resolved,Mumbai
2845,Inventory Shortage,High,Unexpected order spike exhausted stock. Reported at Kolkata facility during shift 2.,Open,Chennai
2846,Documentation Error,High,Required compliance document missing. Reported at Delhi facility during shift 3.,Open,Hyderabad
2847,Warehouse Issue,High,Space constraint affected storage operations. Reported at Mumbai facility during shift 1.,Open,Ahmedabad
2848,Transportation Failure,Medium,Route planning error delayed movement. Reported at Mumbai facility during shift 3.,In Progress,Chennai
2849,Documentation Error,Low,Data entry error impacted shipment records. Reported at Delhi facility during shift 2.,In Progress,Delhi
2850,Inventory Shortage,Low,Inventory reservation conflict identified. Reported at Pune facility during shift 2.,Open,Pune
2851,Documentation Error,Low,Invoice value discrepancy identified. Reported at Kolkata facility during shift 2.,In Progress,Kolkata
2852,Warehouse Issue,Medium,Space constraint affected storage operations. Reported at Ahmedabad facility during shift 3.,In Progress,Delhi
2853,Inventory Shortage,Medium,Inventory forecast underestimated demand. Reported at Pune facility during shift 3.,Resolved,Hyderabad
2854,Documentation Error,Medium,Missing certificate delayed shipment release. Reported at Pune facility during shift 3.,In Progress,Pune
2855,Warehouse Issue,Medium,Put-away process delayed inventory availability. Reported at Hyderabad facility during shift 1.,In Progress,Mumbai
2856,Shipment Delay,Low,Driver shortage affected transportation schedule. Reported at Kolkata facility during shift 2.,Open,Chennai
2857,Shipment Delay,Medium,Port congestion delayed shipment arrival. Reported at Hyderabad facility during shift 2.,Resolved,Bengaluru
2858,Shipment Delay,High,Unexpected weather conditions slowed transportation. Reported at Delhi facility during shift 3.,Open,Pune
2859,Warehouse Issue,Low,Receiving delay impacted warehouse operations. Reported at Mumbai facility during shift 1.,In Progress,Ahmedabad
2860,Shipment Delay,Medium,Cargo loading completed behind schedule. Reported at Bengaluru facility during shift 3.,Resolved,Delhi
2861,Customs Issue,Low,Customs clearance process delayed. Reported at Hyderabad facility during shift 2.,Resolved,Kolkata
2862,Transportation Failure,Medium,Route planning error delayed movement. Reported at Ahmedabad facility during shift 1.,Resolved,Bengaluru
2863,Transportation Failure,Critical,Fleet utilization exceeded available capacity. Reported at Ahmedabad facility during shift 3.,Resolved,Kolkata
2864,Inventory Shortage,Medium,Procurement delay affected inventory availability. Reported at Chennai facility during shift 1.,Resolved,Delhi
2865,Damaged Goods,Medium,Shipment contents damaged in transit. Reported at Bengaluru facility during shift 1.,Open,Mumbai
2866,Customs Issue,Low,Import documentation under review. Reported at Bengaluru facility during shift 1.,Resolved,Delhi
2867,Warehouse Issue,Medium,Dock congestion slowed warehouse throughput. Reported at Chennai facility during shift 3.,Open,Chennai
2868,Transportation Failure,Medium,Equipment malfunction impacted transport operations. Reported at Chennai facility during shift 1.,In Progress,Hyderabad
2869,Transportation Failure,Medium,Carrier failed to pick up shipment. Reported at Bengaluru facility during shift 3.,In Progress,Chennai
2870,Documentation Error,Medium,Customs paperwork contained errors. Reported at Ahmedabad facility during shift 2.,Open,Ahmedabad
2871,Inventory Shortage,Medium,Unexpected order spike exhausted stock. Reported at Delhi facility during shift 2.,In Progress,Hyderabad
2872,Customs Issue,Low,Customs requested additional documentation. Reported at Hyderabad facility during shift 2.,Open,Chennai
2873,Damaged Goods,High,Goods arrived with visible damage. Reported at Mumbai facility during shift 3.,Resolved,Ahmedabad
2874,Transportation Failure,Low,Trailer availability issue delayed dispatch. Reported at Bengaluru facility during shift 3.,Open,Delhi
2875,Customs Issue,Medium,Import permit approval pending. Reported at Mumbai facility during shift 3.,Open,Ahmedabad
2876,Customs Issue,High,Border inspection extended shipment hold. Reported at Bengaluru facility during shift 2.,Resolved,Bengaluru
2877,Documentation Error,Medium,Missing certificate delayed shipment release. Reported at Delhi facility during shift 1.,Open,Delhi
2878,Documentation Error,Medium,Documentation approval pending correction. Reported at Bengaluru facility during shift 3.,Open,Mumbai
2879,Customs Issue,High,Tariff classification review in progress. Reported at Pune facility during shift 3.,Open,Hyderabad
2880,Inventory Shortage,High,Backordered items unavailable for dispatch. Reported at Delhi facility during shift 1.,In Progress,Pune
2881,Customs Issue,Medium,Border inspection extended shipment hold. Reported at Bengaluru facility during shift 2.,In Progress,Hyderabad
2882,Transportation Failure,Medium,Transport route disruption due to road closure. Reported at Ahmedabad facility during shift 3.,Resolved,Ahmedabad
2883,Inventory Shortage,Low,Inventory replenishment delayed. Reported at Kolkata facility during shift 2.,Open,Pune
2884,Damaged Goods,High,Transit vibration caused product defects. Reported at Hyderabad facility during shift 3.,In Progress,Mumbai
2885,Inventory Shortage,High,Warehouse unable to fulfill requested quantity. Reported at Ahmedabad facility during shift 3.,Resolved,Ahmedabad
2886,Shipment Delay,Low,Port congestion delayed shipment arrival. Reported at Delhi facility during shift 2.,Open,Pune
2887,Inventory Shortage,Critical,Raw material shortage impacted production. Reported at Ahmedabad facility during shift 3.,Resolved,Mumbai
2888,Inventory Shortage,Medium,Inventory forecast underestimated demand. Reported at Pune facility during shift 1.,Resolved,Bengaluru
2889,Inventory Shortage,High,Inventory replenishment delayed. Reported at Chennai facility during shift 3.,Open,Delhi
2890,Warehouse Issue,High,Receiving delay impacted warehouse operations. Reported at Kolkata facility during shift 3.,Open,Bengaluru
2891,Inventory Shortage,High,Warehouse stock shortage detected. Reported at Chennai facility during shift 2.,In Progress,Ahmedabad
2892,Documentation Error,Medium,Labeling information did not match shipment. Reported at Ahmedabad facility during shift 2.,Resolved,Pune
2893,Customs Issue,Low,Shipment flagged for compliance audit. Reported at Pune facility during shift 1.,Resolved,Kolkata
2894,Shipment Delay,Low,Driver shortage affected transportation schedule. Reported at Chennai facility during shift 1.,In Progress,Bengaluru
2895,Transportation Failure,High,Accident blocked scheduled delivery route. Reported at Mumbai facility during shift 3.,Resolved,Pune
2896,Shipment Delay,High,Last-mile delivery partner unavailable. Reported at Mumbai facility during shift 2.,Open,Bengaluru
2897,Warehouse Issue,High,Put-away process delayed inventory availability. Reported at Mumbai facility during shift 1.,Resolved,Delhi
2898,Warehouse Issue,Low,Order consolidation process delayed shipment. Reported at Pune facility during shift 3.,In Progress,Bengaluru
