incident_id,incident_category,severity,incident_description,resolution_status,location,clean_text
1843,Transportation Failure,Low,Equipment malfunction impacted transport operations. Reported at Kolkata facility during shift 3.,In Progress,Mumbai,equipment malfunction impact transport operations report kolkata facility shift
1844,Documentation Error,Low,Shipping label generated with incorrect address. Reported at Pune facility during shift 2.,In Progress,Chennai,ship label generate incorrect address report pune facility shift
1845,Inventory Shortage,Low,Demand exceeded available stock levels. Reported at Mumbai facility during shift 3.,In Progress,Chennai,demand exceed available stock level report mumbai facility shift
1846,Warehouse Issue,Low,Warehouse stock mismatch identified. Reported at Bengaluru facility during shift 1.,Open,Ahmedabad,warehouse stock mismatch identify report bengaluru facility shift
1847,Inventory Shortage,Medium,Stockout occurred at fulfillment center. Reported at Chennai facility during shift 2.,Resolved,Bengaluru,stockout occur fulfillment center report chennai facility shift
1848,Damaged Goods,Medium,Goods arrived with visible damage. Reported at Kolkata facility during shift 2.,Resolved,Mumbai,goods arrive visible damage report kolkata facility shift
1849,Shipment Delay,High,Carrier scheduling issue caused shipment delay. Reported at Bengaluru facility during shift 2.,In Progress,Bengaluru,carrier schedule issue cause shipment delay report bengaluru facility shift
1850,Transportation Failure,High,Equipment malfunction impacted transport operations. Reported at Hyderabad facility during shift 2.,In Progress,Bengaluru,equipment malfunction impact transport operations report hyderabad facility shift
1851,Documentation Error,Medium,Shipping label generated with incorrect address. Reported at Hyderabad facility during shift 2.,Resolved,Mumbai,ship label generate incorrect address report hyderabad facility shift
1852,Shipment Delay,Critical,Container missed connecting vessel. Reported at Kolkata facility during shift 3.,In Progress,Hyderabad,container miss connect vessel report kolkata facility shift
1853,Shipment Delay,Low,Unexpected weather conditions slowed transportation. Reported at Delhi facility during shift 3.,Resolved,Bengaluru,unexpected weather condition slow transportation report delhi facility shift
1854,Shipment Delay,Critical,Container missed connecting vessel. Reported at Delhi facility during shift 1.,Resolved,Ahmedabad,container miss connect vessel report delhi facility shift
1855,Customs Issue,Low,Shipment selected for random inspection. Reported at Ahmedabad facility during shift 1.,Open,Hyderabad,shipment select random inspection report ahmedabad facility shift
1856,Damaged Goods,High,Container impact damaged shipment contents. Reported at Kolkata facility during shift 2.,Open,Chennai,container impact damage shipment content report kolkata facility shift
1857,Damaged Goods,Low,Transit vibration caused product defects. Reported at Kolkata facility during shift 2.,In Progress,Kolkata,transit vibration cause product defect report kolkata facility shift
1858,Transportation Failure,Medium,Delivery vehicle breakdown reported. Reported at Bengaluru facility during shift 1.,Resolved,Kolkata,delivery vehicle breakdown report report bengaluru facility shift
1859,Documentation Error,Medium,Incorrect shipping documentation submitted. Reported at Hyderabad facility during shift 1.,In Progress,Chennai,incorrect ship documentation submit report hyderabad facility shift
1860,Documentation Error,High,Invoice value discrepancy identified. Reported at Pune facility during shift 2.,Resolved,Bengaluru,invoice value discrepancy identify report pune facility shift
1861,Warehouse Issue,High,Warehouse stock mismatch identified. Reported at Pune facility during shift 3.,In Progress,Kolkata,warehouse stock mismatch identify report pune facility shift
1862,Warehouse Issue,Medium,Put-away process delayed inventory availability. Reported at Chennai facility during shift 1.,Resolved,Hyderabad,putaway process delay inventory availability report chennai facility shift
1863,Warehouse Issue,Medium,Inventory misplaced within storage area. Reported at Ahmedabad facility during shift 2.,Resolved,Hyderabad,inventory misplace within storage area report ahmedabad facility shift
1864,Inventory Shortage,Critical,Supplier delay created inventory gap. Reported at Ahmedabad facility during shift 3.,Open,Delhi,supplier delay create inventory gap report ahmedabad facility shift
1865,Shipment Delay,Critical,Carrier scheduling issue caused shipment delay. Reported at Hyderabad facility during shift 1.,Resolved,Hyderabad,carrier schedule issue cause shipment delay report hyderabad facility shift
1866,Damaged Goods,Medium,Container impact damaged shipment contents. Reported at Kolkata facility during shift 1.,In Progress,Hyderabad,container impact damage shipment content report kolkata facility shift
1867,Customs Issue,Medium,Regulatory verification delayed release. Reported at Chennai facility during shift 1.,Resolved,Pune,regulatory verification delay release report chennai facility shift
1868,Warehouse Issue,Medium,Inventory allocation issue detected. Reported at Delhi facility during shift 2.,In Progress,Chennai,inventory allocation issue detect report delhi facility shift
1869,Transportation Failure,Medium,Delivery vehicle breakdown reported. Reported at Pune facility during shift 2.,Resolved,Bengaluru,delivery vehicle breakdown report report pune facility shift
1870,Transportation Failure,High,Delivery vehicle breakdown reported. Reported at Mumbai facility during shift 2.,Resolved,Pune,delivery vehicle breakdown report report mumbai facility shift
1871,Shipment Delay,High,Last-mile delivery partner unavailable. Reported at Delhi facility during shift 2.,In Progress,Hyderabad,lastmile delivery partner unavailable report delhi facility shift
1872,Warehouse Issue,Medium,Warehouse management system outage reported. Reported at Delhi facility during shift 1.,Open,Chennai,warehouse management system outage report report delhi facility shift
1873,Inventory Shortage,Medium,Product unavailable due to inventory mismatch. Reported at Chennai facility during shift 1.,In Progress,Pune,product unavailable due inventory mismatch report chennai facility shift
1874,Shipment Delay,Critical,Cargo loading completed behind schedule. Reported at Bengaluru facility during shift 1.,In Progress,Hyderabad,cargo load complete behind schedule report bengaluru facility shift
1875,Shipment Delay,High,Shipment rerouted causing additional transit time. Reported at Pune facility during shift 3.,Resolved,Bengaluru,shipment rerouted cause additional transit time report pune facility shift
1876,Damaged Goods,Medium,Product packaging torn during loading. Reported at Mumbai facility during shift 3.,Resolved,Mumbai,product package tear load report mumbai facility shift
1877,Inventory Shortage,Medium,Demand exceeded available stock levels. Reported at Pune facility during shift 3.,Resolved,Kolkata,demand exceed available stock level report pune facility shift
1878,Shipment Delay,Low,Shipment rerouted causing additional transit time. Reported at Kolkata facility during shift 2.,In Progress,Pune,shipment rerouted cause additional transit time report kolkata facility shift
1879,Damaged Goods,Critical,Pallet collapse resulted in product damage. Reported at Pune facility during shift 2.,In Progress,Chennai,pallet collapse result product damage report pune facility shift
1880,Inventory Shortage,Critical,Safety stock threshold breached. Reported at Chennai facility during shift 2.,Resolved,Chennai,safety stock threshold breach report chennai facility shift
1881,Shipment Delay,Medium,Rail transport delay impacted delivery timeline. Reported at Bengaluru facility during shift 2.,Resolved,Pune,rail transport delay impact delivery timeline report bengaluru facility shift
1882,Inventory Shortage,High,Supplier delay created inventory gap. Reported at Chennai facility during shift 3.,In Progress,Mumbai,supplier delay create inventory gap report chennai facility shift
1883,Shipment Delay,Medium,Mechanical failure delayed freight movement. Reported at Bengaluru facility during shift 3.,Resolved,Kolkata,mechanical failure delay freight movement report bengaluru facility shift
1884,Documentation Error,High,Data entry error impacted shipment records. Reported at Mumbai facility during shift 3.,Resolved,Ahmedabad,data entry error impact shipment record report mumbai facility shift
1885,Customs Issue,Low,Shipment flagged for compliance audit. Reported at Ahmedabad facility during shift 2.,Resolved,Hyderabad,shipment flag compliance audit report ahmedabad facility shift
1886,Inventory Shortage,Low,Safety stock threshold breached. Reported at Bengaluru facility during shift 2.,In Progress,Mumbai,safety stock threshold breach report bengaluru facility shift
1887,Customs Issue,Critical,Border inspection extended shipment hold. Reported at Ahmedabad facility during shift 3.,In Progress,Pune,border inspection extend shipment hold report ahmedabad facility shift
1888,Shipment Delay,Medium,Container missed connecting vessel. Reported at Mumbai facility during shift 2.,Resolved,Bengaluru,container miss connect vessel report mumbai facility shift
1889,Transportation Failure,Medium,Third-party carrier cancelled shipment booking. Reported at Kolkata facility during shift 1.,Open,Bengaluru,thirdparty carrier cancel shipment book report kolkata facility shift
1890,Warehouse Issue,Medium,Order consolidation process delayed shipment. Reported at Kolkata facility during shift 3.,Open,Hyderabad,order consolidation process delay shipment report kolkata facility shift
1891,Warehouse Issue,Low,Inventory allocation issue detected. Reported at Pune facility during shift 2.,In Progress,Kolkata,inventory allocation issue detect report pune facility shift
1892,Documentation Error,High,Customs paperwork contained errors. Reported at Ahmedabad facility during shift 3.,Open,Delhi,customs paperwork contain errors report ahmedabad facility shift
1893,Transportation Failure,Medium,Delivery vehicle breakdown reported. Reported at Delhi facility during shift 1.,Resolved,Ahmedabad,delivery vehicle breakdown report report delhi facility shift
1894,Customs Issue,High,Customs clearance process delayed. Reported at Delhi facility during shift 1.,Open,Delhi,customs clearance process delay report delhi facility shift
1895,Shipment Delay,Medium,Port congestion delayed shipment arrival. Reported at Kolkata facility during shift 2.,In Progress,Bengaluru,port congestion delay shipment arrival report kolkata facility shift
1896,Customs Issue,High,Regulatory verification delayed release. Reported at Mumbai facility during shift 2.,In Progress,Mumbai,regulatory verification delay release report mumbai facility shift
1897,Customs Issue,Critical,Shipment held by customs authorities. Reported at Mumbai facility during shift 3.,In Progress,Kolkata,shipment hold customs authorities report mumbai facility shift
1898,Customs Issue,High,Import permit approval pending. Reported at Kolkata facility during shift 2.,Resolved,Delhi,import permit approval pending report kolkata facility shift
1899,Customs Issue,High,Import documentation under review. Reported at Mumbai facility during shift 1.,Resolved,Pune,import documentation review report mumbai facility shift
1900,Customs Issue,Medium,Customs valuation dispute identified. Reported at Ahmedabad facility during shift 2.,Open,Hyderabad,customs valuation dispute identify report ahmedabad facility shift
1901,Warehouse Issue,Medium,Picking error occurred in warehouse. Reported at Bengaluru facility during shift 2.,Open,Kolkata,pick error occur warehouse report bengaluru facility shift
1902,Damaged Goods,High,Water exposure damaged packaged goods. Reported at Kolkata facility during shift 2.,Open,Chennai,water exposure damage package goods report kolkata facility shift
1903,Warehouse Issue,Medium,Put-away process delayed inventory availability. Reported at Bengaluru facility during shift 2.,Resolved,Pune,putaway process delay inventory availability report bengaluru facility shift
1904,Shipment Delay,Low,Container missed connecting vessel. Reported at Hyderabad facility during shift 1.,In Progress,Ahmedabad,container miss connect vessel report hyderabad facility shift
1905,Transportation Failure,Critical,Logistics partner experienced operational failure. Reported at Delhi facility during shift 2.,In Progress,Mumbai,logistics partner experience operational failure report delhi facility shift
1906,Inventory Shortage,Low,Raw material shortage impacted production. Reported at Hyderabad facility during shift 1.,Resolved,Delhi,raw material shortage impact production report hyderabad facility shift
1907,Shipment Delay,Medium,Rail transport delay impacted delivery timeline. Reported at Chennai facility during shift 3.,Open,Chennai,rail transport delay impact delivery timeline report chennai facility shift
1908,Transportation Failure,Low,Transportation network disruption reported. Reported at Chennai facility during shift 2.,Resolved,Kolkata,transportation network disruption report report chennai facility shift
1909,Customs Issue,Low,Import permit approval pending. Reported at Delhi facility during shift 2.,Open,Mumbai,import permit approval pending report delhi facility shift
1910,Transportation Failure,Low,Trailer availability issue delayed dispatch. Reported at Kolkata facility during shift 2.,Open,Hyderabad,trailer availability issue delay dispatch report kolkata facility shift
1911,Customs Issue,High,Customs valuation dispute identified. Reported at Mumbai facility during shift 2.,Resolved,Bengaluru,customs valuation dispute identify report mumbai facility shift
1912,Customs Issue,Medium,Customs clearance process delayed. Reported at Pune facility during shift 1.,In Progress,Ahmedabad,customs clearance process delay report pune facility shift
1913,Customs Issue,Medium,Regulatory approval pending clearance. Reported at Mumbai facility during shift 3.,Open,Kolkata,regulatory approval pending clearance report mumbai facility shift
1914,Shipment Delay,High,Mechanical failure delayed freight movement. Reported at Pune facility during shift 1.,Resolved,Chennai,mechanical failure delay freight movement report pune facility shift
1915,Customs Issue,Low,Customs valuation dispute identified. Reported at Chennai facility during shift 1.,In Progress,Bengaluru,customs valuation dispute identify report chennai facility shift
1916,Customs Issue,Low,Border inspection extended shipment hold. Reported at Hyderabad facility during shift 2.,Open,Ahmedabad,border inspection extend shipment hold report hyderabad facility shift
1917,Damaged Goods,High,Goods arrived with visible damage. Reported at Bengaluru facility during shift 3.,Resolved,Bengaluru,goods arrive visible damage report bengaluru facility shift
1918,Shipment Delay,Medium,Delivery delayed due to traffic disruption. Reported at Mumbai facility during shift 2.,Open,Delhi,delivery delay due traffic disruption report mumbai facility shift
1919,Shipment Delay,Medium,Delivery delayed due to traffic disruption. Reported at Hyderabad facility during shift 3.,Resolved,Bengaluru,delivery delay due traffic disruption report hyderabad facility shift
1920,Customs Issue,Medium,Customs requested additional documentation. Reported at Ahmedabad facility during shift 3.,Open,Hyderabad,customs request additional documentation report ahmedabad facility shift
1921,Warehouse Issue,Medium,Warehouse processing backlog reported. Reported at Hyderabad facility during shift 3.,Resolved,Kolkata,warehouse process backlog report report hyderabad facility shift
1922,Documentation Error,Low,Incorrect consignee information provided. Reported at Ahmedabad facility during shift 2.,Open,Hyderabad,incorrect consignee information provide report ahmedabad facility shift
1923,Transportation Failure,Medium,Fleet utilization exceeded available capacity. Reported at Pune facility during shift 1.,Open,Delhi,fleet utilization exceed available capacity report pune facility shift
1924,Transportation Failure,Medium,Driver unavailable for scheduled route. Reported at Mumbai facility during shift 2.,Resolved,Delhi,driver unavailable schedule route report mumbai facility shift
1925,Warehouse Issue,Medium,Order consolidation process delayed shipment. Reported at Ahmedabad facility during shift 2.,Resolved,Bengaluru,order consolidation process delay shipment report ahmedabad facility shift
1926,Shipment Delay,Low,Carrier scheduling issue caused shipment delay. Reported at Hyderabad facility during shift 3.,In Progress,Chennai,carrier schedule issue cause shipment delay report hyderabad facility shift
1927,Documentation Error,Medium,Invoice value discrepancy identified. Reported at Pune facility during shift 2.,In Progress,Kolkata,invoice value discrepancy identify report pune facility shift
1928,Warehouse Issue,Low,Warehouse management system outage reported. Reported at Kolkata facility during shift 2.,Open,Hyderabad,warehouse management system outage report report kolkata facility shift
1929,Transportation Failure,Medium,Equipment malfunction impacted transport operations. Reported at Bengaluru facility during shift 2.,Open,Hyderabad,equipment malfunction impact transport operations report bengaluru facility shift
1930,Transportation Failure,High,Fuel supply issue interrupted transportation. Reported at Bengaluru facility during shift 3.,Resolved,Bengaluru,fuel supply issue interrupt transportation report bengaluru facility shift
1931,Warehouse Issue,Medium,Dock congestion slowed warehouse throughput. Reported at Mumbai facility during shift 3.,Open,Chennai,dock congestion slow warehouse throughput report mumbai facility shift
1932,Customs Issue,High,Shipment held by customs authorities. Reported at Kolkata facility during shift 1.,In Progress,Pune,shipment hold customs authorities report kolkata facility shift
1933,Warehouse Issue,Low,Space constraint affected storage operations. Reported at Mumbai facility during shift 3.,Open,Pune,space constraint affect storage operations report mumbai facility shift
1934,Documentation Error,Medium,Bill of lading information mismatch detected. Reported at Delhi facility during shift 3.,Resolved,Bengaluru,bill lade information mismatch detect report delhi facility shift
1935,Damaged Goods,Medium,Warehouse accident damaged stored inventory. Reported at Delhi facility during shift 2.,Open,Bengaluru,warehouse accident damage store inventory report delhi facility shift
1936,Shipment Delay,Low,Shipment delayed due to customs inspection. Reported at Chennai facility during shift 3.,In Progress,Ahmedabad,shipment delay due customs inspection report chennai facility shift
1937,Shipment Delay,Low,Port congestion delayed shipment arrival. Reported at Hyderabad facility during shift 2.,Resolved,Bengaluru,port congestion delay shipment arrival report hyderabad facility shift
1938,Shipment Delay,Medium,Carrier scheduling issue caused shipment delay. Reported at Mumbai facility during shift 2.,Open,Hyderabad,carrier schedule issue cause shipment delay report mumbai facility shift
1939,Warehouse Issue,Medium,Picking error occurred in warehouse. Reported at Mumbai facility during shift 1.,Resolved,Kolkata,pick error occur warehouse report mumbai facility shift
1940,Shipment Delay,High,Shipment delayed due to customs inspection. Reported at Delhi facility during shift 1.,In Progress,Bengaluru,shipment delay due customs inspection report delhi facility shift
1941,Warehouse Issue,Medium,Cycle count discrepancy identified. Reported at Hyderabad facility during shift 2.,Resolved,Chennai,cycle count discrepancy identify report hyderabad facility shift
1942,Damaged Goods,Low,Shipment contents damaged in transit. Reported at Ahmedabad facility during shift 1.,Resolved,Ahmedabad,shipment content damage transit report ahmedabad facility shift
1943,Transportation Failure,Low,Vehicle maintenance issue halted delivery. Reported at Kolkata facility during shift 1.,In Progress,Hyderabad,vehicle maintenance issue halt delivery report kolkata facility shift
1944,Transportation Failure,Low,Vehicle maintenance issue halted delivery. Reported at Bengaluru facility during shift 2.,In Progress,Kolkata,vehicle maintenance issue halt delivery report bengaluru facility shift
1945,Damaged Goods,Low,Warehouse accident damaged stored inventory. Reported at Mumbai facility during shift 2.,Open,Kolkata,warehouse accident damage store inventory report mumbai facility shift
1946,Warehouse Issue,Medium,Warehouse processing backlog reported. Reported at Ahmedabad facility during shift 2.,Open,Hyderabad,warehouse process backlog report report ahmedabad facility shift
1947,Damaged Goods,Medium,Goods arrived with visible damage. Reported at Mumbai facility during shift 1.,Open,Ahmedabad,goods arrive visible damage report mumbai facility shift
1948,Documentation Error,Medium,Bill of lading information mismatch detected. Reported at Mumbai facility during shift 1.,In Progress,Bengaluru,bill lade information mismatch detect report mumbai facility shift
1949,Shipment Delay,Medium,Driver shortage affected transportation schedule. Reported at Ahmedabad facility during shift 2.,Resolved,Pune,driver shortage affect transportation schedule report ahmedabad facility shift
1950,Warehouse Issue,Medium,Storage location information incorrect. Reported at Chennai facility during shift 2.,Resolved,Kolkata,storage location information incorrect report chennai facility shift
1951,Warehouse Issue,Low,Warehouse stock mismatch identified. Reported at Hyderabad facility during shift 3.,Resolved,Ahmedabad,warehouse stock mismatch identify report hyderabad facility shift
1952,Documentation Error,Low,Export declaration contained errors. Reported at Pune facility during shift 3.,In Progress,Ahmedabad,export declaration contain errors report pune facility shift
1953,Documentation Error,Medium,Labeling information did not match shipment. Reported at Mumbai facility during shift 1.,Open,Kolkata,label information match shipment report mumbai facility shift
1954,Inventory Shortage,Medium,Unexpected order spike exhausted stock. Reported at Chennai facility during shift 1.,Open,Delhi,unexpected order spike exhaust stock report chennai facility shift
1955,Inventory Shortage,High,Inventory forecast underestimated demand. Reported at Mumbai facility during shift 1.,In Progress,Delhi,inventory forecast underestimate demand report mumbai facility shift
1956,Customs Issue,High,Shipment selected for random inspection. Reported at Ahmedabad facility during shift 1.,Resolved,Kolkata,shipment select random inspection report ahmedabad facility shift
1957,Transportation Failure,Medium,Delivery vehicle breakdown reported. Reported at Hyderabad facility during shift 1.,In Progress,Hyderabad,delivery vehicle breakdown report report hyderabad facility shift
1958,Documentation Error,Medium,Incorrect consignee information provided. Reported at Pune facility during shift 3.,Open,Hyderabad,incorrect consignee information provide report pune facility shift
1959,Documentation Error,Critical,Missing certificate delayed shipment release. Reported at Bengaluru facility during shift 3.,In Progress,Hyderabad,miss certificate delay shipment release report bengaluru facility shift
1960,Transportation Failure,Critical,Fleet utilization exceeded available capacity. Reported at Bengaluru facility during shift 2.,Resolved,Delhi,fleet utilization exceed available capacity report bengaluru facility shift
1961,Inventory Shortage,Medium,Backordered items unavailable for dispatch. Reported at Ahmedabad facility during shift 1.,Open,Delhi,backordered items unavailable dispatch report ahmedabad facility shift
1962,Transportation Failure,High,Transport route disruption due to road closure. Reported at Chennai facility during shift 2.,Open,Mumbai,transport route disruption due road closure report chennai facility shift
1963,Documentation Error,Low,Export declaration contained errors. Reported at Pune facility during shift 1.,In Progress,Delhi,export declaration contain errors report pune facility shift
1964,Shipment Delay,Medium,Container missed connecting vessel. Reported at Bengaluru facility during shift 2.,Open,Hyderabad,container miss connect vessel report bengaluru facility shift
1965,Damaged Goods,High,Transit vibration caused product defects. Reported at Kolkata facility during shift 3.,In Progress,Kolkata,transit vibration cause product defect report kolkata facility shift
1966,Damaged Goods,Medium,Temperature excursion affected product quality. Reported at Bengaluru facility during shift 1.,Open,Bengaluru,temperature excursion affect product quality report bengaluru facility shift
1967,Damaged Goods,Low,Goods arrived with visible damage. Reported at Hyderabad facility during shift 3.,Resolved,Kolkata,goods arrive visible damage report hyderabad facility shift
1968,Damaged Goods,High,Container impact damaged shipment contents. Reported at Hyderabad facility during shift 3.,Resolved,Ahmedabad,container impact damage shipment content report hyderabad facility shift
1969,Inventory Shortage,Critical,Inventory replenishment delayed. Reported at Chennai facility during shift 1.,Open,Delhi,inventory replenishment delay report chennai facility shift
1970,Inventory Shortage,Medium,Inventory replenishment delayed. Reported at Ahmedabad facility during shift 1.,Open,Delhi,inventory replenishment delay report ahmedabad facility shift
1971,Documentation Error,Medium,Invoice value discrepancy identified. Reported at Ahmedabad facility during shift 2.,In Progress,Hyderabad,invoice value discrepancy identify report ahmedabad facility shift
1972,Documentation Error,Medium,Invoice value discrepancy identified. Reported at Mumbai facility during shift 1.,In Progress,Kolkata,invoice value discrepancy identify report mumbai facility shift
1973,Customs Issue,High,Import permit approval pending. Reported at Pune facility during shift 2.,In Progress,Mumbai,import permit approval pending report pune facility shift
1974,Documentation Error,Critical,Manifest information incomplete. Reported at Bengaluru facility during shift 1.,In Progress,Delhi,manifest information incomplete report bengaluru facility shift
1975,Warehouse Issue,Medium,Order picking queue exceeded capacity. Reported at Ahmedabad facility during shift 2.,In Progress,Mumbai,order pick queue exceed capacity report ahmedabad facility shift
1976,Documentation Error,Medium,Shipping label generated with incorrect address. Reported at Kolkata facility during shift 3.,Open,Pune,ship label generate incorrect address report kolkata facility shift
1977,Warehouse Issue,Medium,Warehouse management system outage reported. Reported at Pune facility during shift 3.,Resolved,Bengaluru,warehouse management system outage report report pune facility shift
1978,Transportation Failure,Critical,Driver unavailable for scheduled route. Reported at Delhi facility during shift 3.,Open,Ahmedabad,driver unavailable schedule route report delhi facility shift
1979,Damaged Goods,Medium,Temperature excursion affected product quality. Reported at Bengaluru facility during shift 1.,In Progress,Mumbai,temperature excursion affect product quality report bengaluru facility shift
1980,Damaged Goods,Critical,Receiving inspection identified damaged goods. Reported at Hyderabad facility during shift 3.,Resolved,Hyderabad,receive inspection identify damage goods report hyderabad facility shift
1981,Shipment Delay,Medium,Shipment rerouted causing additional transit time. Reported at Hyderabad facility during shift 3.,Open,Hyderabad,shipment rerouted cause additional transit time report hyderabad facility shift
1982,Damaged Goods,High,Fragile goods mishandled during unloading. Reported at Chennai facility during shift 3.,Resolved,Ahmedabad,fragile goods mishandle unload report chennai facility shift
1983,Documentation Error,Low,Missing certificate delayed shipment release. Reported at Ahmedabad facility during shift 2.,Resolved,Mumbai,miss certificate delay shipment release report ahmedabad facility shift
1984,Shipment Delay,High,Container missed connecting vessel. Reported at Chennai facility during shift 3.,Open,Delhi,container miss connect vessel report chennai facility shift
1985,Warehouse Issue,Medium,Warehouse staffing shortage reported. Reported at Delhi facility during shift 1.,Open,Chennai,warehouse staff shortage report report delhi facility shift
1986,Transportation Failure,Low,Accident blocked scheduled delivery route. Reported at Chennai facility during shift 2.,Resolved,Hyderabad,accident block schedule delivery route report chennai facility shift
1987,Warehouse Issue,High,Warehouse processing backlog reported. Reported at Chennai facility during shift 2.,In Progress,Delhi,warehouse process backlog report report chennai facility shift
1988,Documentation Error,Low,Data entry error impacted shipment records. Reported at Pune facility during shift 3.,Resolved,Kolkata,data entry error impact shipment record report pune facility shift
1989,Transportation Failure,Low,Transportation network disruption reported. Reported at Chennai facility during shift 1.,Resolved,Delhi,transportation network disruption report report chennai facility shift
1990,Customs Issue,Medium,Regulatory verification delayed release. Reported at Mumbai facility during shift 1.,In Progress,Bengaluru,regulatory verification delay release report mumbai facility shift
1991,Customs Issue,Medium,Shipment flagged for compliance audit. Reported at Kolkata facility during shift 1.,Open,Hyderabad,shipment flag compliance audit report kolkata facility shift
1992,Damaged Goods,Medium,Temperature excursion affected product quality. Reported at Pune facility during shift 1.,Resolved,Mumbai,temperature excursion affect product quality report pune facility shift
1993,Documentation Error,Low,Shipping label generated with incorrect address. Reported at Ahmedabad facility during shift 1.,Open,Delhi,ship label generate incorrect address report ahmedabad facility shift
1994,Customs Issue,Medium,Customs clearance process delayed. Reported at Delhi facility during shift 2.,Open,Delhi,customs clearance process delay report delhi facility shift
1995,Warehouse Issue,Medium,Warehouse stock mismatch identified. Reported at Bengaluru facility during shift 3.,Open,Bengaluru,warehouse stock mismatch identify report bengaluru facility shift
1996,Damaged Goods,High,Transit vibration caused product defects. Reported at Bengaluru facility during shift 3.,Open,Hyderabad,transit vibration cause product defect report bengaluru facility shift
1997,Shipment Delay,Low,Delivery delayed due to traffic disruption. Reported at Hyderabad facility during shift 1.,Resolved,Pune,delivery delay due traffic disruption report hyderabad facility shift
1998,Transportation Failure,High,Logistics partner experienced operational failure. Reported at Bengaluru facility during shift 2.,Open,Hyderabad,logistics partner experience operational failure report bengaluru facility shift
1999,Damaged Goods,Low,Packaging failure led to damaged products. Reported at Ahmedabad facility during shift 2.,In Progress,Pune,package failure lead damage products report ahmedabad facility shift
2000,Damaged Goods,Medium,Warehouse accident damaged stored inventory. Reported at Ahmedabad facility during shift 3.,Open,Chennai,warehouse accident damage store inventory report ahmedabad facility shift
2001,Warehouse Issue,Medium,Cycle count discrepancy identified. Reported at Kolkata facility during shift 1.,Open,Kolkata,cycle count discrepancy identify report kolkata facility shift
2002,Damaged Goods,Medium,Fragile goods mishandled during unloading. Reported at Hyderabad facility during shift 1.,Resolved,Hyderabad,fragile goods mishandle unload report hyderabad facility shift
2003,Shipment Delay,Low,Cargo loading completed behind schedule. Reported at Bengaluru facility during shift 2.,In Progress,Chennai,cargo load complete behind schedule report bengaluru facility shift
2004,Shipment Delay,Low,Cargo loading completed behind schedule. Reported at Delhi facility during shift 2.,Resolved,Pune,cargo load complete behind schedule report delhi facility shift
2005,Damaged Goods,Medium,Container impact damaged shipment contents. Reported at Kolkata facility during shift 3.,Open,Pune,container impact damage shipment content report kolkata facility shift
2006,Customs Issue,Low,Customs clearance process delayed. Reported at Pune facility during shift 1.,In Progress,Pune,customs clearance process delay report pune facility shift
2007,Damaged Goods,Critical,Fragile goods mishandled during unloading. Reported at Mumbai facility during shift 1.,In Progress,Delhi,fragile goods mishandle unload report mumbai facility shift
2008,Transportation Failure,Medium,Transportation vendor system outage reported. Reported at Delhi facility during shift 1.,Resolved,Ahmedabad,transportation vendor system outage report report delhi facility shift
2009,Documentation Error,Medium,Documentation approval pending correction. Reported at Kolkata facility during shift 3.,Open,Hyderabad,documentation approval pending correction report kolkata facility shift
2010,Customs Issue,Medium,Customs requested additional documentation. Reported at Pune facility during shift 2.,In Progress,Chennai,customs request additional documentation report pune facility shift
2011,Inventory Shortage,Medium,Unexpected order spike exhausted stock. Reported at Mumbai facility during shift 2.,In Progress,Kolkata,unexpected order spike exhaust stock report mumbai facility shift
2012,Documentation Error,Low,Incorrect shipping documentation submitted. Reported at Delhi facility during shift 3.,In Progress,Bengaluru,incorrect ship documentation submit report delhi facility shift
2013,Documentation Error,Medium,Invoice value discrepancy identified. Reported at Delhi facility during shift 1.,Open,Mumbai,invoice value discrepancy identify report delhi facility shift
2014,Damaged Goods,Medium,Warehouse accident damaged stored inventory. Reported at Delhi facility during shift 2.,Open,Ahmedabad,warehouse accident damage store inventory report delhi facility shift
2015,Shipment Delay,High,Shipment rerouted causing additional transit time. Reported at Delhi facility during shift 1.,In Progress,Hyderabad,shipment rerouted cause additional transit time report delhi facility shift
2016,Shipment Delay,Medium,Port congestion delayed shipment arrival. Reported at Bengaluru facility during shift 1.,Resolved,Bengaluru,port congestion delay shipment arrival report bengaluru facility shift
2017,Inventory Shortage,Medium,Raw material shortage impacted production. Reported at Pune facility during shift 1.,In Progress,Mumbai,raw material shortage impact production report pune facility shift
2018,Transportation Failure,Low,Transportation vendor system outage reported. Reported at Kolkata facility during shift 3.,In Progress,Kolkata,transportation vendor system outage report report kolkata facility shift
2019,Warehouse Issue,Medium,Warehouse management system outage reported. Reported at Bengaluru facility during shift 1.,In Progress,Delhi,warehouse management system outage report report bengaluru facility shift
2020,Transportation Failure,High,Third-party carrier cancelled shipment booking. Reported at Pune facility during shift 2.,Resolved,Kolkata,thirdparty carrier cancel shipment book report pune facility shift
2021,Documentation Error,Medium,Purchase order details inconsistent. Reported at Mumbai facility during shift 2.,Resolved,Chennai,purchase order detail inconsistent report mumbai facility shift
2022,Inventory Shortage,Medium,Warehouse unable to fulfill requested quantity. Reported at Delhi facility during shift 1.,In Progress,Chennai,warehouse unable fulfill request quantity report delhi facility shift
2023,Documentation Error,Medium,Documentation approval pending correction. Reported at Kolkata facility during shift 1.,Open,Ahmedabad,documentation approval pending correction report kolkata facility shift
